"gene-id"	"liver12-rep1"	"liver12-rep2"	"liver11-rep1"	"liver11-rep2"	"forebrain11-rep1"	"forebrain11-rep2"	"forebrain12-rep1"	"forebrain12-rep2"
"ENSMUSG00000108218"	92	69	52	60	14	6	17	8
"ENSMUSG00000083175"	0	0	0	0	0	0	0	0
"ENSMUSG00000060170"	0	0	0	0	0	0	0	0
"ENSMUSG00000036309"	23577	21372	14755	14539	15294	24090	38105	36656
"ENSMUSG00000086920"	33	32	26	13	14	27	35	36
"ENSMUSG00000000782"	400	464	351	347	310	478	373	392
"ENSMUSG00000086395"	4	8	3	1	4	0	1	3
"ENSMUSG00000020402"	13911	12528	9698	9433	5240	7323	11289	11053
"ENSMUSG00000036275"	7482	7274	6222	6487	5165	7113	9216	9548
"ENSMUSG00000080951"	5	3	2	2	5	7	5	9
"ENSMUSG00000081297"	0	0	0	0	0	0	0	0
"ENSMUSG00000083129"	0	0	0	0	0	0	0	0
"ENSMUSG00000036264"	59	59	54	61	35	62	241	125
"ENSMUSG00000087668"	0	0	0	0	0	0	0	0
"ENSMUSG00000058073"	0	1	1	3	0	0	3	5
"ENSMUSG00000020361"	15408	14332	10032	10479	4977	7321	8190	8935
"ENSMUSG00000018239"	1178	1034	989	977	441	600	605	671
"ENSMUSG00000082263"	0	0	0	0	0	0	0	0
"ENSMUSG00000049470"	2583	2644	2387	2163	3802	5652	9983	10373
"ENSMUSG00000064719"	16	3	9	6	9	10	25	31
"ENSMUSG00000105908"	0	0	0	0	1	0	1	0
"ENSMUSG00000036216"	116	124	69	46	6	3	14	13
"ENSMUSG00000044894"	10794	9427	6698	5521	2811	3928	5488	6106
"ENSMUSG00000018238"	19	15	19	10	36	36	89	112
"ENSMUSG00000072963"	7	5	5	1	0	1	9	7
"ENSMUSG00000018387"	280	249	140	161	79	73	183	183
"ENSMUSG00000085707"	0	1	0	3	1	3	2	0
"ENSMUSG00000049427"	0	0	0	0	0	1	4	0
"ENSMUSG00000044352"	1522	1445	92	112	33	53	166	124
"ENSMUSG00000054450"	15	5	0	0	0	0	1	0
"ENSMUSG00000085718"	2	4	9	5	1	0	0	2
"ENSMUSG00000018398"	6062	5697	3993	3857	1191	1843	2578	2641
"ENSMUSG00000086851"	8	9	15	16	18	22	50	48
"ENSMUSG00000018395"	1104	1063	1297	1068	2227	3249	6196	6142
"ENSMUSG00000000869"	39	21	47	37	36	62	76	101
"ENSMUSG00000020383"	0	0	0	0	0	2	0	0
"ENSMUSG00000084373"	2	1	1	0	0	3	6	2
"ENSMUSG00000020380"	3720	3381	2934	2602	1064	1819	2158	2120
"ENSMUSG00000084419"	2	11	4	5	1	0	5	2
"ENSMUSG00000036117"	0	0	0	0	0	0	0	0
"ENSMUSG00000086595"	0	0	0	0	0	0	0	0
"ENSMUSG00000083986"	0	0	0	0	0	0	0	0
"ENSMUSG00000099153"	0	0	0	0	0	0	0	0
"ENSMUSG00000018899"	563	558	324	315	108	154	155	203
"ENSMUSG00000091191"	2	2	0	2	0	0	2	4
"ENSMUSG00000081769"	16	11	4	5	0	1	15	4
"ENSMUSG00000018900"	272	344	243	231	253	369	500	568
"ENSMUSG00000082271"	0	0	0	0	0	0	0	0
"ENSMUSG00000082380"	0	0	2	0	1	2	0	0
"ENSMUSG00000081098"	0	0	0	0	0	0	0	0
"ENSMUSG00000063652"	139	146	81	60	61	131	71	157
"ENSMUSG00000080768"	5	7	3	1	3	2	2	4
"ENSMUSG00000020334"	3392	3252	789	825	56	67	47	84
"ENSMUSG00000020388"	231	226	323	291	718	977	1211	1402
"ENSMUSG00000018906"	915	841	1105	968	360	569	528	682
"ENSMUSG00000036045"	0	0	0	0	0	1	1	0
"ENSMUSG00000086209"	0	0	0	0	0	0	0	0
"ENSMUSG00000060068"	10	6	9	4	6	5	8	10
"ENSMUSG00000018916"	0	0	0	0	0	0	0	2
"ENSMUSG00000085585"	0	0	0	0	0	0	0	0
"ENSMUSG00000018914"	0	0	0	0	0	0	0	0
"ENSMUSG00000020333"	113	90	97	122	745	1200	2250	2031
"ENSMUSG00000085888"	2	1	3	0	7	3	8	11
"ENSMUSG00000020332"	0	0	0	0	0	0	0	0
"ENSMUSG00000078151"	2	8	3	4	4	1	3	15
"ENSMUSG00000084212"	0	0	0	0	0	0	0	0
"ENSMUSG00000035992"	1569	1517	1385	1301	985	1605	2334	2194
"ENSMUSG00000088437"	2	0	0	0	0	0	4	2
"ENSMUSG00000037533"	5037	4619	2968	3013	1558	2647	3284	3935
"ENSMUSG00000093341"	0	1	0	0	1	0	0	4
"ENSMUSG00000052298"	3424	3335	2648	2847	8692	11962	18282	18172
"ENSMUSG00000086039"	0	4	0	0	4	7	2	2
"ENSMUSG00000082503"	3	3	8	6	10	17	15	18
"ENSMUSG00000086789"	0	0	0	0	1	0	0	0
"ENSMUSG00000020268"	365	353	246	248	144	197	326	315
"ENSMUSG00000088231"	1	0	2	0	0	0	0	0
"ENSMUSG00000020267"	12263	12294	7607	6811	4894	7840	12401	12944
"ENSMUSG00000018339"	2132	2059	2929	2526	1238	1522	1530	1465
"ENSMUSG00000020400"	834	809	590	602	297	461	623	816
"ENSMUSG00000082180"	0	5	0	3	3	2	0	2
"ENSMUSG00000018340"	5710	5397	4145	4168	2105	2767	3059	3981
"ENSMUSG00000049588"	62	71	33	35	3	10	13	8
"ENSMUSG00000000594"	2124	1834	1223	1300	670	865	1335	1246
"ENSMUSG00000044751"	60	57	45	33	25	38	49	61
"ENSMUSG00000080738"	0	0	1	0	0	0	0	0
"ENSMUSG00000049491"	0	0	0	0	0	0	0	0
"ENSMUSG00000085531"	0	0	2	0	0	0	0	0
"ENSMUSG00000020264"	641	522	238	236	3	2	1	2
"ENSMUSG00000084980"	5	7	4	2	0	0	0	0
"ENSMUSG00000020261"	276	229	268	189	136	164	196	199
"ENSMUSG00000055333"	0	0	0	0	8	4	5	6
"ENSMUSG00000018593"	11291	10754	11549	9509	8307	10824	13020	16309
"ENSMUSG00000018585"	4458	3962	2746	2283	1353	1925	2748	2769
"ENSMUSG00000081107"	0	0	0	0	0	0	0	0
"ENSMUSG00000018583"	37067	34263	25557	25642	21368	30857	39019	39931
"ENSMUSG00000065061"	0	0	0	0	0	0	0	0
"ENSMUSG00000087342"	0	0	0	0	0	0	0	0
"ENSMUSG00000098906"	0	0	0	0	0	0	0	0
"ENSMUSG00000000263"	0	2	1	0	1	2	1	0
"ENSMUSG00000086460"	0	0	0	0	0	0	0	0
"ENSMUSG00000083363"	0	0	0	0	0	0	0	2
"ENSMUSG00000086020"	0	0	0	0	0	0	0	0
"ENSMUSG00000037393"	5	3	6	2	3	1	7	1
"ENSMUSG00000084169"	2	1	0	2	0	0	0	1
"ENSMUSG00000065635"	0	0	0	0	0	0	0	0
"ENSMUSG00000081749"	0	0	0	0	0	0	0	0
"ENSMUSG00000088228"	0	0	0	0	0	0	0	0
"ENSMUSG00000020524"	12	46	123	106	151	244	1249	1576
"ENSMUSG00000082476"	4	4	1	3	0	0	0	1
"ENSMUSG00000020523"	3248	3084	1657	1706	1390	2017	4115	4231
"ENSMUSG00000020522"	2445	2399	2329	2168	2763	3905	5396	5369
"ENSMUSG00000086028"	1	0	2	1	0	1	0	0
"ENSMUSG00000085719"	27	18	8	4	2	1	7	3
"ENSMUSG00000020520"	6155	6195	1563	1606	826	1441	2182	2072
"ENSMUSG00000086933"	4	9	2	9	2	0	0	1
"ENSMUSG00000077155"	5	3	0	2	0	6	0	4
"ENSMUSG00000065806"	0	0	0	0	1	0	2	0
"ENSMUSG00000087165"	47	47	27	37	32	54	63	66
"ENSMUSG00000020519"	468	472	204	187	260	321	404	492
"ENSMUSG00000037335"	249	119	438	346	0	1	0	2
"ENSMUSG00000084223"	0	0	2	0	0	1	0	0
"ENSMUSG00000083657"	18	22	7	7	2	6	3	17
"ENSMUSG00000089280"	0	0	0	0	0	0	0	0
"ENSMUSG00000086666"	0	0	0	0	0	0	0	0
"ENSMUSG00000037331"	11850	11245	5877	4710	1822	2418	2754	3281
"ENSMUSG00000086962"	5	7	2	0	2	3	6	1
"ENSMUSG00000081223"	2	1	2	2	1	0	3	2
"ENSMUSG00000020515"	4291	3914	2891	2766	2550	3501	5613	5939
"ENSMUSG00000037275"	6024	5047	4225	4376	2009	2973	3198	3466
"ENSMUSG00000087629"	24	14	17	9	3	10	16	11
"ENSMUSG00000020514"	3660	3046	2141	1877	917	1322	1546	1684
"ENSMUSG00000082292"	30	39	16	6	21	28	22	27
"ENSMUSG00000078853"	482	460	200	177	52	66	85	83
"ENSMUSG00000069874"	410	393	177	144	12	28	63	51
"ENSMUSG00000069873"	17	27	9	18	0	3	2	0
"ENSMUSG00000037243"	1912	1669	935	796	575	738	1769	1937
"ENSMUSG00000049755"	2623	2485	1342	1253	834	1212	2013	2107
"ENSMUSG00000087347"	13	11	9	3	1	5	9	22
"ENSMUSG00000013646"	2393	2221	1260	1389	1568	2006	3946	3741
"ENSMUSG00000013643"	12	1	3	5	0	0	0	0
"ENSMUSG00000084384"	24	31	29	29	11	25	36	20
"ENSMUSG00000082181"	0	0	0	0	0	0	0	0
"ENSMUSG00000013653"	0	4	0	0	0	0	0	0
"ENSMUSG00000058287"	0	0	0	0	0	0	0	0
"ENSMUSG00000052642"	0	0	0	0	0	0	0	0
"ENSMUSG00000043314"	0	0	0	0	0	0	2	3
"ENSMUSG00000081287"	0	0	0	0	0	0	0	0
"ENSMUSG00000050813"	0	0	0	0	0	0	0	0
"ENSMUSG00000058807"	0	0	0	0	0	0	0	0
"ENSMUSG00000085342"	41	42	48	40	13	15	23	16
"ENSMUSG00000050818"	0	0	0	0	0	0	0	0
"ENSMUSG00000083501"	0	0	0	0	0	0	0	0
"ENSMUSG00000064252"	0	0	0	0	0	0	0	0
"ENSMUSG00000057654"	0	0	0	1	0	0	0	0
"ENSMUSG00000059279"	0	0	0	0	0	0	0	0
"ENSMUSG00000108156"	0	0	0	0	0	0	0	0
"ENSMUSG00000060765"	0	0	0	0	0	0	0	0
"ENSMUSG00000056564"	0	0	0	0	0	0	0	0
"ENSMUSG00000037145"	0	0	0	0	0	0	0	4
"ENSMUSG00000043880"	0	1	0	0	0	0	3	0
"ENSMUSG00000037124"	948	960	261	282	17	25	30	18
"ENSMUSG00000063549"	0	2	0	1	0	0	0	0
"ENSMUSG00000088222"	0	0	0	0	0	0	0	0
"ENSMUSG00000107711"	0	0	0	0	0	0	0	0
"ENSMUSG00000082495"	0	0	0	0	0	0	0	0
"ENSMUSG00000064044"	0	0	0	0	0	0	0	5
"ENSMUSG00000108265"	0	1	0	1	0	0	0	0
"ENSMUSG00000060030"	0	0	1	0	0	0	0	10
"ENSMUSG00000107677"	0	0	1	0	0	0	1	0
"ENSMUSG00000056959"	0	0	0	0	0	0	0	0
"ENSMUSG00000059504"	0	0	0	0	0	0	0	0
"ENSMUSG00000049154"	10	3	11	9	12	18	39	30
"ENSMUSG00000070438"	0	3	0	0	0	5	0	0
"ENSMUSG00000096806"	0	0	0	0	0	0	0	7
"ENSMUSG00000094805"	0	1	0	0	0	0	2	0
"ENSMUSG00000072915"	360	365	302	322	677	729	1383	1492
"ENSMUSG00000085744"	0	0	0	0	0	2	7	8
"ENSMUSG00000020491"	492	479	449	365	431	737	1089	1126
"ENSMUSG00000037001"	826	946	641	694	315	518	548	507
"ENSMUSG00000087654"	0	0	0	0	0	0	0	0
"ENSMUSG00000086063"	2	4	1	0	1	1	0	1
"ENSMUSG00000020490"	1368	1319	242	286	2	0	1	8
"ENSMUSG00000020496"	17219	15405	9172	8867	10394	13651	20676	22867
"ENSMUSG00000056895"	139	123	72	74	646	838	2667	2714
"ENSMUSG00000080712"	26	18	4	2	10	10	40	36
"ENSMUSG00000078851"	236	307	140	87	431	630	1594	1590
"ENSMUSG00000036964"	18	6	19	10	10	42	63	66
"ENSMUSG00000106175"	0	0	0	0	0	0	0	0
"ENSMUSG00000080152"	4	4	0	1	4	3	2	4
"ENSMUSG00000085379"	161	127	98	80	116	172	250	271
"ENSMUSG00000020455"	1208	1118	891	839	628	806	1222	1398
"ENSMUSG00000061462"	165	122	198	103	5	4	2	6
"ENSMUSG00000072902"	0	0	0	0	0	0	0	0
"ENSMUSG00000049287"	2456	2256	592	551	123	134	530	504
"ENSMUSG00000043448"	10	9	3	2	0	5	4	16
"ENSMUSG00000020444"	3234	2801	2502	2227	1093	1484	1990	2366
"ENSMUSG00000085882"	428	441	273	281	164	254	507	512
"ENSMUSG00000036860"	2855	2541	1766	1667	1039	1398	2034	1998
"ENSMUSG00000072898"	3	4	7	8	2	7	10	15
"ENSMUSG00000020441"	798	743	657	559	416	507	735	742
"ENSMUSG00000048076"	22866	21240	16110	16036	11802	16428	23011	22796
"ENSMUSG00000009900"	1	9	0	1	181	299	353	554
"ENSMUSG00000000126"	44	66	40	53	208	283	443	513
"ENSMUSG00000093572"	0	0	0	0	0	0	0	0
"ENSMUSG00000049291"	2	0	0	0	0	0	6	1
"ENSMUSG00000086910"	0	1	0	0	1	1	0	1
"ENSMUSG00000009894"	2663	2645	2172	2308	3165	4381	8364	8370
"ENSMUSG00000036819"	1483	1299	1163	947	1041	1649	1581	1931
"ENSMUSG00000054519"	273	193	266	221	547	839	1102	1196
"ENSMUSG00000084145"	36	34	31	25	24	29	33	24
"ENSMUSG00000083234"	0	0	0	0	0	0	0	0
"ENSMUSG00000020472"	1342	1172	1166	1100	1633	2572	3056	2887
"ENSMUSG00000072893"	285	313	250	207	397	560	878	962
"ENSMUSG00000032691"	42	59	29	24	4	5	11	4
"ENSMUSG00000059610"	0	0	0	0	0	0	1	0
"ENSMUSG00000081262"	14	35	11	6	5	8	11	19
"ENSMUSG00000048919"	0	0	0	0	0	0	0	0
"ENSMUSG00000108457"	0	0	0	0	0	0	0	0
"ENSMUSG00000044061"	0	0	0	0	0	0	0	1
"ENSMUSG00000005417"	5426	5064	3228	2882	4641	6380	3964	7542
"ENSMUSG00000086330"	17	14	12	5	15	23	32	49
"ENSMUSG00000086536"	8	5	14	2	16	17	28	34
"ENSMUSG00000043648"	175	187	62	44	21	29	90	94
"ENSMUSG00000032633"	2627	2118	2086	1821	1433	2117	2993	2929
"ENSMUSG00000087249"	41	26	42	16	13	31	51	45
"ENSMUSG00000088950"	0	0	1	0	0	0	2	0
"ENSMUSG00000019373"	7085	6232	4609	4667	3691	5199	6136	6538
"ENSMUSG00000032615"	1032	826	690	621	637	960	1411	1456
"ENSMUSG00000084766"	0	0	0	0	0	1	0	2
"ENSMUSG00000085551"	3	2	1	4	0	0	0	0
"ENSMUSG00000085260"	22	21	12	6	23	22	46	64
"ENSMUSG00000061650"	2456	2272	1784	1603	1296	1792	2292	2370
"ENSMUSG00000049892"	89	73	87	68	40	47	49	74
"ENSMUSG00000000301"	241	214	179	186	73	112	136	108
"ENSMUSG00000098502"	1	0	0	0	0	0	0	0
"ENSMUSG00000062115"	1776	1744	1664	1224	1444	1939	3620	3783
"ENSMUSG00000051008"	36	31	22	16	21	20	24	23
"ENSMUSG00000020538"	5755	5471	3770	3588	2264	3274	4072	4322
"ENSMUSG00000098547"	0	0	0	0	0	0	0	0
"ENSMUSG00000099259"	0	0	0	0	0	0	0	0
"ENSMUSG00000000538"	1207	1193	782	772	834	1203	3293	3209
"ENSMUSG00000085132"	0	0	0	0	0	0	0	0
"ENSMUSG00000098349"	0	0	1	0	0	0	1	0
"ENSMUSG00000082148"	3	5	9	0	7	4	2	8
"ENSMUSG00000056598"	50	33	52	58	56	57	151	153
"ENSMUSG00000042709"	3399	3046	2238	2137	1013	1186	1634	1745
"ENSMUSG00000018415"	3417	3340	2249	2388	2120	3066	3752	4145
"ENSMUSG00000083412"	4	4	5	2	6	9	2	5
"ENSMUSG00000084249"	0	0	7	1	2	2	2	3
"ENSMUSG00000020537"	4697	4149	3537	3496	2962	3906	4486	4728
"ENSMUSG00000042678"	98	107	63	52	10	23	20	15
"ENSMUSG00000042650"	8142	7470	4497	4238	2764	4264	5087	4269
"ENSMUSG00000096745"	0	0	0	0	1	0	0	0
"ENSMUSG00000084273"	0	0	0	0	0	0	0	0
"ENSMUSG00000097913"	0	0	0	0	0	0	0	0
"ENSMUSG00000093924"	0	0	0	0	0	0	0	0
"ENSMUSG00000096363"	0	0	0	0	0	0	0	0
"ENSMUSG00000095680"	0	0	0	0	0	0	0	0
"ENSMUSG00000095291"	0	0	0	0	0	0	0	0
"ENSMUSG00000096088"	0	0	0	0	0	0	0	0
"ENSMUSG00000096483"	0	0	0	0	0	0	0	0
"ENSMUSG00000094278"	0	0	0	0	0	0	0	0
"ENSMUSG00000094005"	0	0	0	0	0	0	0	0
"ENSMUSG00000084335"	0	0	0	0	0	0	0	0
"ENSMUSG00000095605"	0	0	0	0	0	0	0	0
"ENSMUSG00000093978"	0	0	0	0	0	0	0	0
"ENSMUSG00000095136"	0	0	0	0	0	0	0	0
"ENSMUSG00000094566"	0	0	0	0	0	0	0	0
"ENSMUSG00000084034"	0	0	0	0	0	0	0	0
"ENSMUSG00000020536"	3659	3659	3091	2934	8366	11627	17081	16254
"ENSMUSG00000002812"	5091	4539	3414	3502	2813	3835	6158	5953
"ENSMUSG00000018599"	439	404	387	398	478	587	1087	921
"ENSMUSG00000092734"	0	0	0	0	0	1	0	0
"ENSMUSG00000089581"	0	0	0	0	1	0	2	1
"ENSMUSG00000002814"	1669	1473	1182	1223	1089	1585	1873	1868
"ENSMUSG00000049323"	1181	1116	1035	949	939	1354	2118	2035
"ENSMUSG00000020534"	7012	5865	4247	4427	2037	2951	3000	3238
"ENSMUSG00000088956"	0	4	0	0	0	3	0	0
"ENSMUSG00000081578"	3	2	1	4	1	0	5	0
"ENSMUSG00000083016"	2	1	9	0	0	1	1	4
"ENSMUSG00000042569"	2132	1764	1387	1322	617	816	1031	1242
"ENSMUSG00000043284"	2525	2228	1974	1794	1306	1602	1909	2144
"ENSMUSG00000097747"	30	29	22	22	14	29	52	42
"ENSMUSG00000018931"	1725	1599	974	1001	1377	1960	2753	2520
"ENSMUSG00000042549"	221	170	168	146	39	62	57	89
"ENSMUSG00000018932"	16233	14815	6048	5438	1418	1889	2299	2525
"ENSMUSG00000042529"	5	4	5	9	2	6	12	23
"ENSMUSG00000010142"	335	406	261	237	26	35	44	28
"ENSMUSG00000080912"	1	1	1	0	0	0	0	0
"ENSMUSG00000042506"	5599	5560	5607	5838	15570	20969	38620	36971
"ENSMUSG00000082626"	2	2	1	1	0	0	1	0
"ENSMUSG00000019102"	5	4	1	0	0	0	3	0
"ENSMUSG00000010025"	2608	2123	1244	1385	703	1050	1526	1553
"ENSMUSG00000069855"	4	12	3	2	0	0	0	0
"ENSMUSG00000064718"	0	0	0	0	0	0	0	0
"ENSMUSG00000010122"	310	266	75	69	3	5	8	1
"ENSMUSG00000109829"	8	24	7	10	18	11	91	101
"ENSMUSG00000082032"	2	4	1	2	3	4	0	3
"ENSMUSG00000010086"	10	20	28	25	47	51	579	599
"ENSMUSG00000042436"	751	1076	1277	1137	1443	1906	2809	2992
"ENSMUSG00000001034"	1798	1585	1681	1383	2849	4247	6915	6929
"ENSMUSG00000060808"	0	2	0	10	9	16	41	24
"ENSMUSG00000001039"	132	152	175	178	462	614	740	837
"ENSMUSG00000001036"	698	715	745	714	1428	1985	3223	3111
"ENSMUSG00000085459"	0	0	1	0	0	5	0	0
"ENSMUSG00000004837"	601	453	343	301	111	176	249	270
"ENSMUSG00000042371"	8	5	3	1	1	1	0	2
"ENSMUSG00000042377"	1453	1382	446	439	50	58	101	54
"ENSMUSG00000020528"	724	666	464	397	909	1357	2343	2475
"ENSMUSG00000004798"	1219	1142	833	948	2196	3115	4701	4964
"ENSMUSG00000072847"	35	38	52	25	18	34	51	72
"ENSMUSG00000098196"	0	2	3	1	1	2	0	0
"ENSMUSG00000047804"	2110	2079	1284	1273	780	1088	1550	1705
"ENSMUSG00000064939"	0	0	0	0	0	0	0	0
"ENSMUSG00000084805"	0	0	0	0	0	0	0	0
"ENSMUSG00000042331"	5370	5354	1881	1723	832	1317	1466	1518
"ENSMUSG00000083212"	2	0	0	1	0	0	0	0
"ENSMUSG00000018500"	37	27	36	22	66	91	150	138
"ENSMUSG00000014243"	415	409	319	250	152	226	284	218
"ENSMUSG00000042298"	750	769	455	378	515	810	1486	1746
"ENSMUSG00000081340"	0	0	5	1	3	1	5	3
"ENSMUSG00000018501"	11499	10826	7451	6672	6944	10325	14242	15522
"ENSMUSG00000081944"	17	14	16	4	15	18	30	34
"ENSMUSG00000014245"	756	710	734	588	459	571	611	667
"ENSMUSG00000086310"	7	3	8	3	2	3	3	0
"ENSMUSG00000086636"	0	0	3	0	0	2	0	1
"ENSMUSG00000018509"	1394	1279	745	604	1025	1134	2279	2542
"ENSMUSG00000087120"	24	30	20	12	50	73	135	211
"ENSMUSG00000019505"	37633	34120	17261	16368	25797	34706	43955	44440
"ENSMUSG00000085748"	2	0	0	1	0	2	0	0
"ENSMUSG00000018507"	1011	860	598	499	100	133	384	438
"ENSMUSG00000086841"	1668	1576	1367	985	456	548	781	757
"ENSMUSG00000064437"	74	57	41	28	17	29	34	20
"ENSMUSG00000065734"	71	67	53	36	15	32	41	44
"ENSMUSG00000077457"	64	61	38	32	16	27	59	54
"ENSMUSG00000046417"	278	265	262	285	469	484	585	735
"ENSMUSG00000085762"	13	16	8	15	11	7	21	21
"ENSMUSG00000085170"	0	0	0	0	3	5	8	11
"ENSMUSG00000048497"	706	622	675	622	674	923	1006	1066
"ENSMUSG00000081852"	0	0	0	0	0	0	6	1
"ENSMUSG00000005267"	151	184	165	156	575	800	1672	1666
"ENSMUSG00000098292"	1	5	0	0	1	2	4	3
"ENSMUSG00000084020"	0	0	0	0	0	0	0	0
"ENSMUSG00000047342"	146	180	279	274	642	1024	1587	1569
"ENSMUSG00000096083"	0	0	0	0	0	0	0	0
"ENSMUSG00000086674"	0	0	0	0	0	0	3	1
"ENSMUSG00000064692"	0	3	0	1	3	3	7	9
"ENSMUSG00000047821"	230	237	210	154	170	267	395	490
"ENSMUSG00000090173"	21	12	9	7	7	24	24	14
"ENSMUSG00000014177"	2611	2147	1718	1748	789	1179	1792	1989
"ENSMUSG00000086677"	3	2	4	0	2	4	0	0
"ENSMUSG00000087039"	0	0	0	0	0	0	0	1
"ENSMUSG00000042200"	0	1	0	3	2	0	8	5
"ENSMUSG00000087604"	4	1	3	0	3	1	1	1
"ENSMUSG00000042189"	0	7	1	1	0	0	0	0
"ENSMUSG00000018217"	3110	2727	2933	2512	466	605	704	950
"ENSMUSG00000085532"	0	0	0	0	0	0	0	0
"ENSMUSG00000083052"	0	0	1	0	0	0	0	0
"ENSMUSG00000081600"	20	27	14	8	7	36	17	6
"ENSMUSG00000085113"	3	2	0	0	0	0	0	6
"ENSMUSG00000082256"	0	0	0	0	0	0	0	0
"ENSMUSG00000083142"	0	0	0	0	0	0	0	0
"ENSMUSG00000081455"	3	9	6	4	10	13	11	14
"ENSMUSG00000070407"	4754	4723	4224	3930	377	607	1169	1159
"ENSMUSG00000042148"	1210	1119	1200	949	781	1021	1142	1173
"ENSMUSG00000086359"	10	7	12	14	11	17	25	10
"ENSMUSG00000084884"	23	27	35	19	14	17	14	50
"ENSMUSG00000087497"	389	355	363	295	401	575	923	1030
"ENSMUSG00000087622"	0	0	0	0	0	0	3	2
"ENSMUSG00000095224"	3	1	1	7	6	6	5	5
"ENSMUSG00000047759"	54	80	90	77	51	102	168	85
"ENSMUSG00000080430"	0	0	0	0	0	0	0	0
"ENSMUSG00000081756"	0	0	0	1	0	0	0	0
"ENSMUSG00000086490"	11	31	1	1	0	0	0	2
"ENSMUSG00000020549"	5057	4270	2812	3064	1679	2170	3109	2919
"ENSMUSG00000033389"	168	183	191	152	233	319	709	636
"ENSMUSG00000083935"	5	1	0	0	4	0	5	6
"ENSMUSG00000076394"	0	0	0	0	0	0	5	0
"ENSMUSG00000020548"	0	4	1	1	4	4	3	14
"ENSMUSG00000082857"	0	0	1	0	0	0	0	0
"ENSMUSG00000020542"	31	20	104	44	36	57	24	40
"ENSMUSG00000085162"	4	0	9	0	1	2	1	6
"ENSMUSG00000065104"	0	0	0	0	0	0	0	0
"ENSMUSG00000033352"	6261	5885	4778	4847	3160	4757	5762	5674
"ENSMUSG00000076460"	3	0	0	1	4	2	8	6
"ENSMUSG00000018347"	768	818	579	492	439	564	971	1141
"ENSMUSG00000056752"	2	5	6	2	26	61	69	106
"ENSMUSG00000084967"	2	0	0	0	9	2	6	9
"ENSMUSG00000053930"	14	1	39	29	37	76	140	137
"ENSMUSG00000080978"	0	0	0	0	0	0	0	0
"ENSMUSG00000072834"	0	0	0	0	0	0	0	2
"ENSMUSG00000048070"	11	18	31	7	15	33	33	37
"ENSMUSG00000085683"	0	0	0	0	0	0	0	0
"ENSMUSG00000085926"	0	0	0	0	1	0	1	1
"ENSMUSG00000050270"	85	90	69	56	31	20	41	33
"ENSMUSG00000020910"	623	629	444	383	453	727	979	950
"ENSMUSG00000069844"	1467	1309	1061	923	638	1047	1118	1137
"ENSMUSG00000020908"	167	322	50	85	45	50	60	153
"ENSMUSG00000098855"	0	0	0	0	0	0	0	0
"ENSMUSG00000087410"	0	0	0	2	0	0	0	0
"ENSMUSG00000033196"	0	0	0	0	0	0	13	5
"ENSMUSG00000085479"	0	1	1	0	0	0	0	0
"ENSMUSG00000056328"	14	14	7	12	0	0	6	0
"ENSMUSG00000085348"	0	0	0	0	0	0	0	0
"ENSMUSG00000057003"	1	0	2	1	0	0	2	0
"ENSMUSG00000055775"	33	87	1	17	0	0	12	41
"ENSMUSG00000060180"	0	6	0	1	0	2	2	1
"ENSMUSG00000084567"	0	0	0	0	0	0	0	0
"ENSMUSG00000033066"	458	533	406	366	264	377	712	696
"ENSMUSG00000087058"	0	0	0	0	0	1	0	0
"ENSMUSG00000049928"	44	40	28	29	3	2	0	1
"ENSMUSG00000020907"	3	0	2	2	0	1	0	2
"ENSMUSG00000097886"	0	0	0	0	0	0	1	0
"ENSMUSG00000033044"	0	2	0	0	0	0	0	1
"ENSMUSG00000020905"	21	6	15	14	39	83	60	65
"ENSMUSG00000055134"	15	5	17	6	20	31	27	33
"ENSMUSG00000020904"	0	0	0	0	28	19	36	92
"ENSMUSG00000020903"	1486	1283	907	791	676	1004	1461	1804
"ENSMUSG00000082266"	2	1	0	0	0	0	2	2
"ENSMUSG00000089599"	0	0	0	0	0	1	0	1
"ENSMUSG00000083924"	2	2	9	2	2	0	4	3
"ENSMUSG00000087242"	8	10	11	11	4	8	5	20
"ENSMUSG00000020902"	127	109	37	17	342	435	2565	2017
"ENSMUSG00000099174"	0	0	0	0	0	0	0	2
"ENSMUSG00000084993"	0	0	0	0	1	0	2	2
"ENSMUSG00000020901"	38	37	51	69	48	69	31	46
"ENSMUSG00000046207"	196	196	107	102	50	56	90	126
"ENSMUSG00000048329"	0	2	0	1	1	0	5	3
"ENSMUSG00000085937"	2	0	0	0	0	0	0	0
"ENSMUSG00000045915"	6	1	10	6	9	9	9	13
"ENSMUSG00000020900"	7190	7211	7372	6824	11448	17607	27774	27528
"ENSMUSG00000018736"	3782	3547	2446	2005	1490	1912	3394	3682
"ENSMUSG00000046490"	11	13	12	6	1	3	0	10
"ENSMUSG00000060938"	17624	15495	8690	7081	4263	6450	5992	6850
"ENSMUSG00000088910"	0	4	1	1	0	1	0	0
"ENSMUSG00000032921"	0	0	0	0	1	3	5	17
"ENSMUSG00000052921"	540	521	593	449	261	459	582	646
"ENSMUSG00000018740"	49	49	45	44	31	75	134	97
"ENSMUSG00000032892"	0	0	0	0	0	3	1	0
"ENSMUSG00000020899"	10483	9090	7213	6322	3302	5565	5981	5213
"ENSMUSG00000092727"	0	0	0	0	0	0	0	0
"ENSMUSG00000084522"	0	0	0	1	1	0	1	0
